"post_id","parent_id","comment_id","text","category"
"233429","","442946.0","also see here http statsstackexchangecom questions 67422 volumeofthe95confidenceellipsoid 67429#67429","comment"
"68090","","259283.0","imjohns3 one thing i did just remember is reading about mixtures of pca models think there is a short discussion in bishops _prml_ might be of interest","comment"
"240311","","457182.0","unless you assume x and y are independent there is no unique answer assuming independence what do you know about how expectations of sums are related to the expectations of their component variables","comment"
"303617","","577431.0","whuber thank you for the comment x_i and y_i are indeed nonnegative the distribution of x_i can be well fitted by a gamma distribution the distribution of y_i is a bit trickier though it has too prominent peak value which is not really typical of a gamma distribution unfortunately i can not attach figures here","comment"
"358555","358554.0","","i would call it the level that is used to calculate the quantiles and percentiles i have seen this referred to as a confidence level but i dont like the insinuation that it would mostly be used for confidenceintervals and yes since you have 100 observations the rank of the 90 percentile observation is 90 if you had 200 observations then the 90 percentile observation would have rank 180","post"
"16480","","","how to quickly select important variables from a very large dataset","title"
"438507","","817124.0","thank you for that reference i see that this works for survival data but its unclear to me how i could use this for the present case","comment"
"263318","","","how did researchers calculate the hazard ratio","title"
"58777","","","which anova is most appropriate","title"
"62473","","119823.0","agree with user603 please check page 21 of http cranrprojectorg doc contrib farawayprapdf this is based on r but includes a good discussion of the theory behind linear regression","comment"
"138020","","264653.0","yes it is retail industry i understand but how does it affect the computation of the forecast should a use multiplier base on the data analogue","comment"
"232172","","440155.0","it depends on your knowledge i would suggest you start with the appendix a in mardia for the linear algebra background keep the meyer next to you and in case you have any doubts you can check in the book by meyer then go for chapter 8 and 13 in mardia","comment"
"115467","","225721.0","thanks emilie i did check with some colleagues indeed with some before this post and they all say it is an interesting idea and could be a good way how to gather new data but they query as to how this could be worked on statistically and i am just learning data analysis with gusto but still short of a good answer","comment"
"94280","","184130.0","if you dont know how to describe it in detail then its not about coding but about theory you are referencing a coding page but providing none of your own efforts at the moment it looks like a do my project for me question with a bit of make a good example too","comment"
"201296","","381813.0","+1 with the clarification that you never throw away any variables that are not significant refers to variables that have theoretical principled reasons for being in there in the first place hence my original comment to the op if it makes no sense for the variable to have been included in the first place hopefully were lucky enough that it ends up with a low pvalue","comment"
"8391","8389.0","","the distribution of the difference between two single independent samples from normal distributions has a mean which is the difference between the means of the original distributions and a variance which is the sum of the variances of the original distributions so in your case if the normal distribution of x has mean mu and variance sigma2 then x_1x_2 has a normal distribution with mean 0 and variance 2sigma2 if you prefer frac x_1x_2 sqrt 2 sigma has a standard normal distribution so long as you do a twotailed calculation that should be enough for you to find your answer to spell it out your answer should be 2 phi left frac t sqrt 2 sigma right 1where phi is the cumulative distribution function of a standard normal distribution","post"
"438678","438643.0","","a statistic is a function defined over one or more random variablesso yes a statistic is a random variable and follows a distributionanother answer gave the example of the mean of a bunch of iid normal random variablesx_1 x_nsim n mu sigma2 the mean is a statistic because it is a function defined over random variablesbar x g x_1 x_2 x_n frac 1 n sum_ i1 n x_i there is one condition however which is that a statistic cannot explicitly depend on unknown parameters take the following definition of g g x_1 frac x_1 mu sigma while g here is a function of a random variable and it follows a standard normal distribution its not a statistic unless mu and sigma are known for a more detailed explanation see pg 122 of this","post"
"28515","","53403.0","it happens when i omit any predictor so i think the first model was overfitted overparameterised","comment"
"17368","","31155.0","i agress with gjay that tricky question is who the magician actually is i think this is less a statistical than a philosophical question","comment"
"271736","","519733.0","let us continue this discussion in chat http chatstackexchangecom rooms 56527 discussionbetweenprateekbhatnagarandarunjose","comment"
"90628","","177412.0","as nickcox notes w durations i would be surprised if the sd wasnt larger than the mean if there was no censoring you might also consider the weibull distribution power analysis will probably have to be simulationbased on a different note i would guess an anova was invalid w data like that","comment"
"202567","","","why is the bootstrapped median have poor kurtosis but the bootstrapped mean have good kurtosis","title"
"257517","","","i did linear regression with and without regularization parameter ridge and found that regularization improves the regression accuracy for just some of my test data and error goes up for the rest so it seems that regularization is destructive in some cases so i am thinking to make ridge parameter as a function of something and this gets checked in the code if its found that regularization is not needed the parameter lambda is set to zero otherwise to another predefined value so i am wondering if there is any way that i can detect in a code if regularization needed or not how can i check this","post"
"394372","","740153.0","in your examples the probability decreases with the number of dice but your title says increase what is the question exactly","comment"
"118302","","229851.0","even for a uniform distribution about a ninth of the values will lie at least 154 sds from the mean if its continuous unimodal and symmetric there will be between 1109 and 1874 outside 154 sds from the mean","comment"
"329903","","625269.0","frankharrell this is a good point in simulations it makes more sense to use ground truth than crossvalidation i will think how to change my answer accordingly","comment"
"43","","11.0","there are many r guis available for windows so im not following your point","comment"
"29592","","56379.0","according to the authors it is also an improvement over elastic net","comment"
"213050","","405471.0","no i have one model that allows to calculate cdf p ymid x for given values of y and x i use this model to calculate quantiles numerically as q_tau y mid x inf left y p ymid x geq tau right","comment"
"176083","","336377.0","whuber then which one do you suggest i use the _simple_ correlation coefficient or the _partial correlation coefficient_","comment"
"322843","","612650.0","why use a family to test a mean difference just model the means with a linearmixed model instead","comment"
"234711","","445803.0","sorry i thought that an internal link to a cross validated page would be of a guaranteed persistency and hence acceptable","comment"
"265913","","508708.0","tommasoguerrini hi tommaso if i used fourier predictors instead for the year month weekday and hour would that solve the collinearity issue","comment"
"231425","","438787.0","ttnphns yes i guess i was more confused about the term independently generated observations with randomly generated in sampling we often hear simple random sampling which makes me feel like independent samples i guess if we really want to combine both characteristics in describing a sampling method it should be the selection of observations is not dependent on each other independently and the probability of selection an observation is known randomly","comment"
"314490","","","regression rmse when dependent variable is log transformed","title"
"420858","","785187.0","multiply ny apples column by 12 and and compare with la apples","comment"
"11757","","20353.0","sigma2 is the error variance for purposes of estimation it is replaced by s2 the mean squared error that when the t_ n2 distribution comes in","comment"
"176808","","","how to evaluate the quality of the probability distribution output of a classifier","title"
"37461","","627873.0","the connection is not mysterious it is because they are members of the exponential family of distributions the salient property of which is that they can be arrived at by substitution of variables and or parameters see longer answer below with examples","comment"
"37920","","","let there be observed data points x x_1 x_n x_n where each x_n in rd lets assume these are distributed as a gaussian x cong mathcal n mu sigma let us also assume that the mean has a normal prior and covariance has inverse wishart prior since these are conjugate priors given observed data x we can draw posterior samples for mean and covariance using standard posterior update equations what we have so far is just the usual bayesian stufflet the data points be formed from a union of two sets of data x x+ cup x the data is still distributed as gaussian however lets assume that while drawing posteriors for mean and covariance we have to give more weight to data points in x+ than x with the weight itself being some hyper parameternote that we are not talking about mixture of gaussians we dont say there are 2 mixtures and the data might have arised from one of these mixtures we say the data still arises from one gaussian with the mean and covariance primarily according to x+ but perhaps altered shifted by some proportion because of x influence i am not sure how i can write the distribution for such a thing i initially thought i can write x cong mathcal n amu+ + bmu asigma+ + bsigma we then draw mu+ sigma+ from x+ and similarly mu sigma from x by usual methods we treat a and b as some hyper parameters if i write like this what is my assumption of the data am i implying x x+ + x rather than a union or the implication is too nonsensical to even worth a descriptionwhy would i want to do this thats a lengthy explanation and would distract the specific question the specific question is i have data partitioned into two sets the data arises from a gaussian distribution i want to draw posterior samples for the gaussian parameters according to one of the set however the other set also has marginal influence on the parameters how can i reparametrize the distribution to account for this ps any approximate reparametrization is fine ive used the word sampling hopefully that wouldnt distract the specific question to ideas such as lets reject samples based on some function any references to the literature that does something similar is also welcomethanks in advance for suggestions","post"
"348836","","","what the n capital means in the following ngramapproximation to the conditional probability of the next word in a sequence","post"
"129781","","","why will higher order of polynomials using poly function solve in lme model and lower orders wont","title"
"22647","","41222.0","btw does anyone have a reference for this approach","comment"
"90101","","176345.0","from the plot it appears that you have values greater than 100 that could be a sideeffect of bins being eg 90 100 100 110 a model with logit link is indeed likely to work better than anova on this evidence","comment"
"91638","","","am researching on poverty and growth i built a model for poverty which includes 11 variables theoretically affecting it these are inflation agricultural growth gini gdp growth rate etc my data had few variables in growth rate and others in percentage and index poverty and gini actually are indexed values i somehow managed to transform all of them in growth rate authors suggested these variables that is why i narrowed down my variables to those but my r sq is too low less than 1 for instance when i run the pooled regression f test proves to be insignicant as well i am really confused am using stata 10 someone please comment on this","post"
"163614","","","it seems like a fairly straightforward question but when i really think about it stouffers method doesnt make sense to me this is why assume a twotailed hypothesis you first calculate z_i from pvalues so lets take a fairly simple example lets take two pvalues of 005 this means that z_1 and z_2 are both approx196 according to stouffers method z_1 and z_2 are combined such that z frac sumlimits_ i1 kz_i sqrt k frac 196 + 196 sqrt 2 277this zscore then gets converted to a pvalue once again resulting in a pvalue of 0005 whereas the pvalues from each z_i individually is about 005 in this sense it seems as though stouffers test artificially changes the resultant pvalue to a value dissimilar to the pvalues of each z_i which to me doesnt make senseam i misunderstanding this test or can someone help me understand how why it works","post"
"15565","","","contexti have been reading about item response theory and i find it fascinating i believe i understand the basics but i am left wondering how to apply statistical techniques related to the area below are two articles that are similar to the area i would like to apply itr inhttp wwwjstororg stable 4640738seq7http wwwncbinlmnihgov pubmed 21744971the second being the one i would actually like to extend at this point in timei have downloaded a free program called jmetrik and it seems to be working great i think it may be too basic as far as irt goes but i am unsure i know the best way would likely involve learning r however i dont know if i can spare the time to tackle that learning curve note that we have some funding to purchase software but from what i see there doesnt seem to be any great irt programs out therequestionswhat are your thoughts on the effectiveness of jmetrikhow would you suggest i go forward in applying irtwhat are the best programs for applying irtdo any of you use irt regularly if so how","post"
"398777","","","testing for nonzero values above and below the diagonal of a matrix","title"
"420465","","","map versus componentwise maximum marginal","title"
"145644","145641.0","","yes it seems to be correct the fractional filter is defined by the binomial expansion delta d left 1lright d 1dl+frac dleft d1right 2 l 2 frac dleft d1right left d2right 3 l 3 +cdotsnote that l is the lag operator and that this filter cannot be simplified when 0d1 now consider the processdelta d x_ t left 1lright d x_ t varepsilon_ t expanding we getdelta d x_ t left 1lright d x_ t x_ t dlx_ t +frac dleft d1right 2 l 2 x_ t frac dleft d1right left d2right 3 l 3 x_ t +cdotsvarepsilon_ t which can be written as x_ t dx_ t1 frac dleft d1right 2 x_ t2 +frac dleft d1right left d2right 3 x_ t3 cdots+varepsilon_ t see asset price dynamics volatility and prediction by stephen j taylor p 243 in the 2007 ed or time series theory and methods by brockwell and davis for further references","post"
"368076","","691570.0","kedarps thanks do you maybe have any formal proof theorem verifying that","comment"
"403494","403485.0","","corrections are made for familywise error rates so you effectively need to correct for each pvalue that you calculate that you believe to be in the same family of hypotheses it is hard to tell you exactly whether this needs to be three or six but my guess would be six as it sounds like all three tests are related some of the answers here might illuminate this further and help you decidealthough this is something of an aside you can avoid some of the multiple comparison issue by conducting a multivariate analysis of variance manova by effectively combining all three of your response variables into one and simultaneously testing if these differ between your two covariates meaning you only need to correct for two comparisons instead of three or six","post"
"114490","","","optimal bin width for two dimensional histogram","title"
"163774","","","interpretation of tsaarimax output model is presented in r","title"
"300778","","571696.0","sounds interesting but h must be always positive than and this is not the case for a bivariate normal","comment"
"439266","","818288.0","what you mean by labeled examples i have only lists since 60days wanted to set as output list next to the input lists","comment"
"136247","","259553.0","when you talk about restricting the range were you thinking of the truncated normal distribution http enwikipediaorg wiki truncated_normal_distribution","comment"
"185094","184706.0","","the poster asks how to calculate the expected value as others have suggested one must know the specific sequence of the events to understand the sum of the events the closest we can come to calculating the result would be the binomial distribution as others have already demonstrated i was interested in the question and wanted to provide some sense of the number of turns as originally asked i used a monte carlo method similar to antonis solution in r codeeq5 0for j in 1100000 sum 0 trial 0 turn 0 for i in 1100 trial i sample c 1 1 1 replacetrue sum cumsum trial turn i if sum i 5 break eq5 j turn hist eq5 xlimc 0 100 breaksc 0100 xaxtn axis side1 atc 0100 table eq5 note i ran only 100 turns causing a truncation of the very long rightsided tail the most common number of turns where a value of 5 occurs is shared between the 7th and 9th turn","post"
"433529","","808575.0","heres one reason lets imagine you were metaanalyzing two studies the first found that some treatment doubled the rate of the outcome the second study however found that the same intervention cut the rate of the outcome in half in this case i would expect the metaanalyzed rr to be consistent with the null effect an rr of 1 but averaging an rr of 2 and 05 results in a combined rr of 125 taking the natural log first ensures that the average rr is 1","comment"
"8746","","15789.0","+1 thank you for your answer it was helpful to my search but i cant mark two answers as accepted","comment"
"301479","","","i have been looking for a method similar to quantiles but using means instead medians but i couldnt find anythingi mean a procedure where we obtain the mean of the whole sample bar x then take the mean of only the data above bar x and next the mean of only the data below bar x we get here the mean and two submeans around the mean we dont need to stop here and can further continue subdividing the sample if there is enough datafor instance for the sample 0167 0177 0181 0181 0182 0183 0184 0186 0187 0189 the mean is 01817 the submeans are 01765 and 01852 the subsubmeans are 01670 01797 01830 and 01873 and so on until finally we obtain the original values of the sample in the fifth iterationi dont know if this method exists and if it exists i dont know the name and cannot find information about it","post"
"346823","","654207.0","x_1 and x_2 are independent but not given sum x_i","comment"
"237406","","451152.0","user1093107 then it is off topic here","comment"
"237761","","451938.0","hi seanv507 i edited the original post to explain as much as i can unfortunately this is an assignment work for a job interview and i dont have more info bu i need quick results","comment"
"90139","90134.0","","what about optimizationlets see if i understand you correctly you have a model p y x theta conditioned on some observation x and a set of parameters theta and a prior p theta leading to a joint likelihood of mathcal l p y x theta p theta the parameters are distributed according to a known multivariate normal ie theta sim mathcal n mu sigma you want to find the map solution to this problem ietext argmax _ theta mathcal l a special case of this problem is well studied in the neural networks community known as weight decay in that case mumathbf 0 and sigma mathbf i sigma2as you already noted the trick is that text argmax _ theta mathcal l text argmax _ theta log mathcal l when you take the log of the gaussian density many ugly terms the exponential vanish and you will end up with sth like log p theta 1 over 2 theta mu tsigma 1 theta mu + text const if you differentiate that sam roweis matrix identities will come in handy and let you arrive at 1 over 2 partial theta mu tsigma 1 theta mu over partial theta sigma 1 theta mu please verify this was done quickly and in my head together with the derivatives of your model you can use offtheshelf optimizers to arrive at a map solutionupdate incorporated comment by david j harris formulas should be correct now","post"
"154409","","","assume i have a function g x that i want to integrate int_ infty infty g x dxof course assuming g x goes to zero at the endpoints no blowups nice function one way that ive been fiddling with is to use the metropolishastings algorithm to generate a list of samples x_1 x_2 dots x_n from the distribution proportional to g x which is missing the normalization constant n int_ infty infty g x dx which i will call p x and then computing some statistic f x on these xs frac 1 n sum_ i0 n f x_i approx int_ infty infty f x p x dx since p x g x n i can substitute in f x u x g x to cancel g from the integral resulting in an expression of the form frac 1 n int_ infty infty frac u x g x g x dx frac 1 n int_ infty infty u x dxso provided that u x integrates to 1 along that region i should get the result 1 n which i could just take the reciprocal to get the answer i want therefore i could take the range of my sample to most effectively use the points r x_max x_min and let u x 1 r for each sample ive drawn that way u x evaluates to zero outside of the region where my samples arent but integrates to 1 in that region so if i now take the expected value i should geteleft frac u x g x right frac 1 n approx frac 1 n sum_ i0 n frac u x g x i tried testing this in r for the sample function g x e x2 in this case i do not use metropolishastings to generate the samples but use the actual probabilities with rnorm to generate samples just to test i do not quite get the results i am looking for basically the full expression of what id be calculating isfrac 1 n x_ max x_min sum_ i0 n frac 1 e x_i2 this should in my theory evaluate to 1 sqrt pi it gets close but it certainly does not converge in the expected way am i doing something wrongys rnorm 1000000 0 1 sqrt 2 r max ys min ys sum sapply ys function x 1 r exp x2 length ys ## evaluates to 06019741 1 sqrt pi 05641896edit for cliffabthe reason i use the range is just to easily define a function that is nonzero over the region where my points are but that integrates to 1 on the range infty infty the full specification of the function is u x begin cases frac 1 x_max x_min x_max x x_min 0 text otherwise end cases i did not have to use u x as this uniform density i could have used some other density that integrated to 1 for example the probability density p x frac 1 sqrt pi e x2 however this would have made summing the individual samples trivial ie frac 1 n sum_ i0 n frac p x g x frac 1 n sum_ i0 n frac e x_i2 sqrt pi e x_i2 frac 1 n sum_ i0 n frac 1 sqrt pi frac 1 sqrt pi i could try this technique for other distributions that integrate to 1 however i would still like to know why it doesnt work for a uniform distribution","post"
"6382","6353.0","","if this is an spss syntax question the answer is just put the categorical variable coded appropriately into the variable list for independent variables along with the continuous one on the statistics is your categorical variable binary if so you need to use a dummy or other valid contrast code if it is not binary is your categorical variable ordinal or nominal if nominal then again you must use some contrasting code strategyin effect modeling the impact of each level of the variable on the outcome or dependent variable if the categorical variable is ordinal then most likely the sensible thing to do is to enter it asis into the model just as you would with a continuous predictor ie independent variable you would be assuming in that case that the increments between levels of the categorical predictor indepdent variable only rarely will this be a mistake but when it is you should again use a contrast code model the impact of each level this question comes up in this forum quite often here is a good analaysishow to handle missing data is in my view a completely separate matter my understanding is that pairwise deletion is not viewed as a valid approach for multivariate regression listwise is pretty common but can can also bias results certainly is a shame multiple imputation is a thing of beauty","post"
"76111","","148585.0","you could add a constant to the coefficients but that destroys the meaning of it as a correlation why do you need a negative exponential function would some other function be ok","comment"
"729","","108389.0","its axiomatically true","comment"
"295460","","562244.0","horacet more importantly i think the financial markets are inherently unpredictable in the following sense once someone finds a pattern according to which the market currently develops one invests in the market and by that very action changes the supplydemand balance and thus changes the pattern it is like some elementary particles in physics once you measure them they are changed forever you cannot measure the particle without changing it i think financial markets are similar it is similar with macroeconomics too where macroeconomic policy affects the economy","comment"
"51982","","101593.0","linear regression does not require that the predictors be normal nor that the dependent variable be normal only that the residuals be normal","comment"
"33578","","66665.0","added a few classical test theory i believe reliability measures attempted an itemresponse model but im not quite sure how to approach the data all the ordinal data examples i can find map hundreds of individuals to a few questions with ordinal responses this data is thousands of comments mapped to 20 individuals who gave ordinal responses as such i can run the analysis without data manipulation but im not quite sure what im testing","comment"
"258253","","591183.0","this is exactly what i am dealing with right now how do you define the threshold minimum analyte in training set + rmsep","comment"
"408863","","","ipw for the effect of treatment on treated with a continuous treatment","title"
"436580","","813880.0","the moderndive package was not written for use with bamls objects so there is no reason to expect that you would get identical information from commands that were written for bamls objects like summary you just need to play with the commands i suggested and see what you get","comment"
"436327","","813545.0","windstorm1981 can you then elaborate here what you are training and testing what is the parameter you are estimating with the training data as far as i can tell this is simply telling us to partition our data into several smaller sets calculate a performance measure after doing knn on each then calculate the averaage across sets there is no distinction between training and testing sets in this case","comment"
"126577","","241661.0","aksakal thank you for advise to ensure the correction of statistic analysis i have given up the interpolation idea to generate new points and decided to generate true observations by spatial analysis but i have learned a lot from your answers thanks","comment"
"309788","","588709.0","so this package http wwwstatsmodelsorg dev generated statsmodelsstatsproportionproportions_ztesthtml","comment"
"185852","","","probability function of two coin flips is pfrac 1 4 valid","title"
"200700","","380680.0","tim tks for the feedbak which example are you refering","comment"
"185294","","419519.0","are you still interested in this question","comment"
"71914","","139527.0","patrickcoulombe hehe you are right but sometimes some friendly force helps to get better questions","comment"
"337927","","638646.0","there are lots of generators that are much faster than the mersenne twister that are also highquality surely high quality enough for your purposes so dont feel those are your only two choices","comment"
"10560","10557.0","","most obvious solution would be to change your code in for loop with the following names mydat c name paste newname i sep but you need to clarify what your variable name is at the moment this loop will do 4 renames of the single columnin general if the names which you want to change are in vector this is a standard subsetting procedure names mydat names mydat in names_to_be_changed name_changes","post"
"321661","","610617.0","i suggest to start with christopher bishop pattern recognition and machine learning book if you dont have it you can check his paper video on modelbased machine learning he explains the main concepts very well after that you should be able to find the references yourself and remember this is called probabilistic programming i took the edx mit course on probabilistic inference and reasoning the course was pretty tough for me but i learned a ton","comment"
"148694","","284806.0","whuber it seemed like thats what he was using but it sounds like he came up with it independently","comment"
"390321","","732919.0","ben bolker i am trying to study statistics and r this is my first try you know knowing how to use mle is very important for parameter estimation","comment"
"184482","","","ive got spatiotemporal disease data at the county annual level for 20002014 im analyzing it to try to pull out temporal variations in disease incidence and was told that i should generate a spatiotemporal variogram the variogram appears to show a relationship but im having a hard time finding out how to interpret the graph which is attached is this graph showing that disease rates 1015 years apart are more strongly correlated at 100 km 200 km and 500km and that the temporal correlation drops off sharply at around 8 years apartif i remember correctly the lower the gamma the greater the autocorrelation ive looked for a guide on interpretation for a while now but all i can find are guides on how to generate models from this data","post"
"248476","","498420.0","it depends how do you define pdfs pmf may be thought as a special case of pdf you can define pdfs of discrete distributions in terms of dirac deltas etc so it is not a problem that distribution is of discrete or mixed type","comment"
"137152","","261424.0","there is a somewhat famous paper in economics arguing that something like what you are doing can be thought of as approximating a bayesian approach to model selection im too ignorant of baeyesian statistics to have an opinion on whether they are right or not heres the link http wwwnberorg papers w7750","comment"
"6605","","10908.0","eduardo the problem with most forms of statistical inference is that they are hard to generalise becuase they are often based on intuition rather than solid foundations the pvalue is such an example how to adjust for multiple comparisons how to deal with nuisance parameters arbitrary choice of the statistic on which the pvalue is based without a set of more broad axioms or desiderata to guide the generalisation pvalues are basically restricted to the realm of 1 parameter problems or where pivotal quantities exist","comment"
"348502","","656993.0","i do not understand the question regarding the null hypothesis i am not planning on performing significant tests but to work only with effect sizes in particular this is a research on education and it seems to me that cohen d is the more useful effect size since it can be compared across experiments for example https onlinelibrarywileycom doi abs 101111 j17508606200800061x but i would be interested and thankful on any reference on criticism of effect sizes","comment"
"139072","","","distribution of the maximum of two correlated normal variables","title"
"92384","","180865.0","the duplicate contains a thorough review of these issues our site contains literally thousands of examples you can find them by searching on keywords related to violations of these assumptions such as heteroscedastic nonlinear and autocorrelation as well as by looking at questions addressing residuals","comment"
"380377","","716671.0","whuber do i need to first convert my correlation matrix into a varcovariance matrix using r_x_iy_i sd_x_isd_y_i and then go from there","comment"
"59275","","","mapping gini index","title"
"40819","","79617.0","general social survey they collect data on all sorts of things","comment"
"324698","","615608.0","i have read that book several times its on my shelf and it was the first reference that came to mind when i saw your question i think i have some other explanations around too from the publications by the princetonharvard groups in the 1980s on eda and robust methods but i would have to search harder to find the relevant material","comment"
"91395","","","im working on a panel survey data where each individuals income was multiplied by a individualspecific random number each random number is evenly distributed from 05 to 15 to avoid any participant being recognized from the data basically i cannot directly compare two individuals income using the data for this type of multiplicative error i was wondering do i need to use any particular method to correct it any advice will be appreciatedproblem solved please see nestors answer","post"
"263909","173636.0","","ttnphns has provided a good answer doing clustering well is often about thinking very hard about your data so lets do some of that to my mind the most fundamental aspect of your data is that they are compositional on the other hand your primary concern seems to be that you have a lot of 0s for green products and specifically wonder if you can transform only the green values to make it more similar to the rest but because these are compositional data you cannot think about one set of counts independently from the rest moreover it appears that what you are really interested in are customers probabilities of purchasing different colored products but because many have not purchased any green ones you worry that you cannot estimate those probabilities one way to address this is to use a somewhat bayesian approach in which we nudge customers estimated proportions towards a mean proportion with the amount of the shift influenced by how far they are from the mean and how much data you have to estimate their true probabilities below i use your example dataset to illustrate in r one way to approach your situation i read in the data and convert them into rowwise proportions and then compute mean proportions by column i add the means back to each count to get adjusted counts and new rowwise proportions this nudges each customers estimated proportion towards the mean proportion for each product if you wanted a stronger nudge you could use a multiple of the means such as 15meanprops instead d readtable textid red blue greenc3 4 8 1 headertrue tab astable asmatrix d 1 rownames tab paste0 c 03 tab# red blue green# c0 12 5 0# c1 3 4 0# c2 2 21 0# c3 4 8 1props proptable tab 1 props# red blue green# c0 070588235 029411765 000000000# c1 042857143 057142857 000000000# c2 008695652 091304348 000000000# c3 030769231 061538462 007692308meanprops apply props 2 funfunction x weightedmean x rowsums tab meanprops# red blue green # 035000000 063333333 001666667 adjcounts sweep tab 2 meanprops fun+ adjcounts# red blue green# c0 1235000000 563333333 001666667# c1 335000000 463333333 001666667# c2 235000000 2163333333 001666667# c3 435000000 863333333 101666667adjprops proptable adjcounts 1 adjprops# red blue green# c0 06861111111 03129629630 00009259259# c1 04187500000 05791666667 00020833333# c2 00979166667 09013888889 00006944444# c3 03107142857 06166666667 00726190476there are several results of this one of which is that you now have nonzero estimates of the underlying probabilities of purchasing green products even when a customer doesnt actually have any record of having purchased any green products yet another consequence is that you now have somewhat continuous values whereas the original proportions were more discrete that is the set of possible estimates is less constricted so a distance measure like the squared euclidean distance might make more sense now we can visualize the data to see what happened because these are compositional data we only actually have two pieces of information and we can plot these in a single scatterplot with most of the information in the red and blue categories it makes sense to use those as the axes you can see that the adjusted proportions the red numbers are shifted a little from their original positions windows plot props 1 props 2 pchascharacter 03 xlabproportion red ylabproportion blue xlimc 0 1 ylimc 0 1 points adjprops 1 adjprops 2 pchascharacter 03 colred at this point you have data and a lot of people would begin by standardizing them again because these are compositional data i would run cluster analyses without doing any standardizationthese values are already commensurate and standardization would destroy some of the relational information in fact from looking at the plot i think you really have only one dimension of information here at least in the sample dataset your real dataset may well be different unless from a business point of view you think its important to recognize people who have any substantial probability of purchasing green products as a distinct cluster of customers i would extract scores on the first principal component which accounts for 995 of the variance in this dataset and just cluster that pcaprops prcomp adjprops 12 centert scalet cumsum pcapropssdev2 sum pcapropssdev2 # 1 09946557 1000000pcapropsx# pc1 pc2# c0 17398975 003897251# c1 01853614 004803648# c2 16882400 006707115# c3 02370189 015408015library mclust mc mclust pcapropsx 1 summary mc # # gaussian finite mixture model fitted by em algorithm # # # mclust e univariate equal variance model with 3 components# # loglikelihood n df bic icl# 2228357 4 6 1277448 1277448# # clustering table# 1 2 3 # 1 2 1","post"
"291491","","556036.0","deepnorth thx i added a little bit more to the ci part","comment"
"658","643.0","","what i loved most with clt is the cases when it is not applicable this gives me a hope that the life is a bit more interesting that gauss curve suggests so show him the cauchy distribution","post"
"45401","","89274.0","just out of curiosity why are you using gamma its a less frequently used model can you say a little about your situation data and goals also is there something specific that you are worried about do you think there may be a certain problem w your model or are you just wanting to do your due diligence","comment"
"405249","","757567.0","whuber i did impossible explained lebesque integral without measure theory","comment"
"276386","","741160.0","i use the same data for training and testing for coil20 dataset the training accuracy is lower than the testing accuracy 09743 training 09958 testing accuracy i dont use any regularization","comment"
"200523","","380378.0","you really need to explain why you want to get the error and transform it into a percentage","comment"
"82346","","161457.0","i first posted that on stackoverflow here are the answers i got there see practical vs statistical significance http statsstackexchangecom q 81778 3601 over on the statistics stackoverflow site aaron yesterdayalso this answer and others to why is statistically significant http statsstackexchangecom a 79304 3601 not enough aaron yesterday","comment"
"111478","","","unbalanced dataset roc curve to compare classifiers","title"
"80895","","158488.0","rocinante given the information stated in the original question i dont see what else you can do but pick the largest dollars per day given more information sales on each day reason for why some ads ran longer than others you can do more","comment"
"204577","","388161.0","orangetrout in my example you cant compare beta_x beta_z ones for absolute and the other for relative change in independent variable you can easily compare beta_z beta_s the scaling factor is ln 10 of course you have to make sure that the units of measure are the same","comment"
"13377","","693531.0","the standard proof does not assume that x has a density","comment"
"16051","","623592.0","what exactly are you trying to achieve how the dataset looks like","comment"
"272260","","529966.0","richardhardy its no problem ive submitted the paper already so its done now this was a totally new area for me and a lot of stuff i had to self teach myself as id not done any modules on this but i really wanted to come back and thank you for all your help truly i dont think i could have done it without the assistance of yourself and others on here so thanks a lot have a great day","comment"
"410298","","","why does crosscorrelation function ccf in r have nonzero values","title"
"215126","","408370.0","i am referring to the techniques for calculating derivatives known as automatic differentiation or the differentiation of algorithms using these ideas one sets up a general scheme for calculating derivatives which many advantages one of which is that the user does not have to calculate the derivatives by hand for some reason these techniques are not nearly as well known in computational statistics as they should be","comment"
"104899","","202895.0","yes the data is a counting of 6 cell cultures where each have been treated with a different drug 6 drugs in total for each counting the cells were divied into two classes phenotype + and phenotype p+ and p so one counting can for example have 60 p+ cells and 40 p phenotype my question is if i can use a statistical test to produce some pvalue for the increase or decrease of the p+ or p phenotype after drug treatment compared to control the problem is i only have one replicate so i can not use the tests i normally use anova for instance","comment"
"394036","","739668.0","thanks guys for helping out its running a lot faster after i implemented the 1 cdf idea","comment"
